WKT
"POLYGON ((-73.743999999533756 41.587364972142922,-73.743666666045002 41.5879423226813,-73.742999999067507 41.5879423226813,-73.742666665578753 41.587364972142922,-73.742999999067507 41.586787621604543,-73.743666666045002 41.586787621604543,-73.743999999533756 41.587364972142922))"
"POLYGON ((-73.743999999533756 41.588519673219679,-73.743666666045002 41.589097023758058,-73.742999999067507 41.589097023758058,-73.742666665578753 41.588519673219679,-73.742999999067507 41.5879423226813,-73.743666666045002 41.5879423226813,-73.743999999533756 41.588519673219679))"
"POLYGON ((-73.743999999533756 41.589674374296443,-73.743666666045002 41.590251724834822,-73.742999999067507 41.590251724834822,-73.742666665578753 41.589674374296443,-73.742999999067507 41.589097023758058,-73.743666666045002 41.589097023758058,-73.743999999533756 41.589674374296443))"
"POLYGON ((-73.743999999533756 41.5908290753732,-73.743666666045002 41.591406425911579,-73.742999999067507 41.591406425911579,-73.742666665578753 41.5908290753732,-73.742999999067507 41.590251724834822,-73.743666666045002 41.590251724834822,-73.743999999533756 41.5908290753732))"
"POLYGON ((-73.743999999533756 41.591983776449958,-73.743666666045002 41.592561126988343,-73.742999999067507 41.592561126988343,-73.742666665578753 41.591983776449958,-73.742999999067507 41.591406425911579,-73.743666666045002 41.591406425911579,-73.743999999533756 41.591983776449958))"
"POLYGON ((-73.743999999533756 41.593138477526722,-73.743666666045002 41.5937158280651,-73.742999999067507 41.5937158280651,-73.742666665578753 41.593138477526722,-73.742999999067507 41.592561126988343,-73.743666666045002 41.592561126988343,-73.743999999533756 41.593138477526722))"
"POLYGON ((-73.743999999533756 41.594293178603479,-73.743666666045002 41.594870529141858,-73.742999999067507 41.594870529141858,-73.742666665578753 41.594293178603479,-73.742999999067507 41.5937158280651,-73.743666666045002 41.5937158280651,-73.743999999533756 41.594293178603479))"
"POLYGON ((-73.743999999533756 41.595447879680243,-73.743666666045002 41.596025230218622,-73.742999999067507 41.596025230218622,-73.742666665578753 41.595447879680243,-73.742999999067507 41.594870529141858,-73.743666666045002 41.594870529141858,-73.743999999533756 41.595447879680243))"
"POLYGON ((-73.743999999533756 41.596602580757001,-73.743666666045002 41.597179931295379,-73.742999999067507 41.597179931295379,-73.742666665578753 41.596602580757001,-73.742999999067507 41.596025230218622,-73.743666666045002 41.596025230218622,-73.743999999533756 41.596602580757001))"
"POLYGON ((-73.743999999533756 41.597757281833758,-73.743666666045002 41.598334632372143,-73.742999999067507 41.598334632372143,-73.742666665578753 41.597757281833758,-73.742999999067507 41.597179931295379,-73.743666666045002 41.597179931295379,-73.743999999533756 41.597757281833758))"
"POLYGON ((-73.743999999533756 41.598911982910522,-73.743666666045002 41.599489333448901,-73.742999999067507 41.599489333448901,-73.742666665578753 41.598911982910522,-73.742999999067507 41.598334632372143,-73.743666666045002 41.598334632372143,-73.743999999533756 41.598911982910522))"
"POLYGON ((-73.743999999533756 41.600066683987279,-73.743666666045002 41.600644034525658,-73.742999999067507 41.600644034525658,-73.742666665578753 41.600066683987279,-73.742999999067507 41.599489333448901,-73.743666666045002 41.599489333448901,-73.743999999533756 41.600066683987279))"
"POLYGON ((-73.743999999533756 41.601221385064044,-73.743666666045002 41.601798735602422,-73.742999999067507 41.601798735602422,-73.742666665578753 41.601221385064044,-73.742999999067507 41.600644034525658,-73.743666666045002 41.600644034525658,-73.743999999533756 41.601221385064044))"
"POLYGON ((-73.743999999533756 41.602376086140801,-73.743666666045002 41.602953436679179,-73.742999999067507 41.602953436679179,-73.742666665578753 41.602376086140801,-73.742999999067507 41.601798735602422,-73.743666666045002 41.601798735602422,-73.743999999533756 41.602376086140801))"
"POLYGON ((-73.743999999533756 41.603530787217558,-73.743666666045002 41.604108137755944,-73.742999999067507 41.604108137755944,-73.742666665578753 41.603530787217558,-73.742999999067507 41.602953436679179,-73.743666666045002 41.602953436679179,-73.743999999533756 41.603530787217558))"
"POLYGON ((-73.743999999533756 41.604685488294322,-73.743666666045002 41.605262838832701,-73.742999999067507 41.605262838832701,-73.742666665578753 41.604685488294322,-73.742999999067507 41.604108137755944,-73.743666666045002 41.604108137755944,-73.743999999533756 41.604685488294322))"
"POLYGON ((-73.743999999533756 41.605840189371079,-73.743666666045002 41.606417539909458,-73.742999999067507 41.606417539909458,-73.742666665578753 41.605840189371079,-73.742999999067507 41.605262838832701,-73.743666666045002 41.605262838832701,-73.743999999533756 41.605840189371079))"
"POLYGON ((-73.743999999533756 41.606994890447844,-73.743666666045002 41.607572240986222,-73.742999999067507 41.607572240986222,-73.742666665578753 41.606994890447844,-73.742999999067507 41.606417539909458,-73.743666666045002 41.606417539909458,-73.743999999533756 41.606994890447844))"
"POLYGON ((-73.743999999533756 41.608149591524601,-73.743666666045002 41.60872694206298,-73.742999999067507 41.60872694206298,-73.742666665578753 41.608149591524601,-73.742999999067507 41.607572240986222,-73.743666666045002 41.607572240986222,-73.743999999533756 41.608149591524601))"
"POLYGON ((-73.743999999533756 41.609304292601358,-73.743666666045002 41.609881643139744,-73.742999999067507 41.609881643139744,-73.742666665578753 41.609304292601358,-73.742999999067507 41.60872694206298,-73.743666666045002 41.60872694206298,-73.743999999533756 41.609304292601358))"
"POLYGON ((-73.743999999533756 41.610458993678122,-73.743666666045002 41.611036344216501,-73.742999999067507 41.611036344216501,-73.742666665578753 41.610458993678122,-73.742999999067507 41.609881643139744,-73.743666666045002 41.609881643139744,-73.743999999533756 41.610458993678122))"
"POLYGON ((-73.743999999533756 41.61161369475488,-73.743666666045002 41.612191045293258,-73.742999999067507 41.612191045293258,-73.742666665578753 41.61161369475488,-73.742999999067507 41.611036344216501,-73.743666666045002 41.611036344216501,-73.743999999533756 41.61161369475488))"
"POLYGON ((-73.743999999533756 41.612768395831644,-73.743666666045002 41.613345746370022,-73.742999999067507 41.613345746370022,-73.742666665578753 41.612768395831644,-73.742999999067507 41.612191045293258,-73.743666666045002 41.612191045293258,-73.743999999533756 41.612768395831644))"
"POLYGON ((-73.743999999533756 41.613923096908401,-73.743666666045002 41.61450044744678,-73.742999999067507 41.61450044744678,-73.742666665578753 41.613923096908401,-73.742999999067507 41.613345746370022,-73.743666666045002 41.613345746370022,-73.743999999533756 41.613923096908401))"
"POLYGON ((-73.743999999533756 41.615077797985158,-73.743666666045002 41.615655148523544,-73.742999999067507 41.615655148523544,-73.742666665578753 41.615077797985158,-73.742999999067507 41.61450044744678,-73.743666666045002 41.61450044744678,-73.743999999533756 41.615077797985158))"
"POLYGON ((-73.743999999533756 41.616232499061923,-73.743666666045002 41.616809849600301,-73.742999999067507 41.616809849600301,-73.742666665578753 41.616232499061923,-73.742999999067507 41.615655148523544,-73.743666666045002 41.615655148523544,-73.743999999533756 41.616232499061923))"
"POLYGON ((-73.743999999533756 41.61738720013868,-73.743666666045002 41.617964550677058,-73.742999999067507 41.617964550677058,-73.742666665578753 41.61738720013868,-73.742999999067507 41.616809849600301,-73.743666666045002 41.616809849600301,-73.743999999533756 41.61738720013868))"
"POLYGON ((-73.743999999533756 41.618541901215437,-73.743666666045002 41.619119251753823,-73.742999999067507 41.619119251753823,-73.742666665578753 41.618541901215437,-73.742999999067507 41.617964550677058,-73.743666666045002 41.617964550677058,-73.743999999533756 41.618541901215437))"
"POLYGON ((-73.743999999533756 41.619696602292201,-73.743666666045002 41.62027395283058,-73.742999999067507 41.62027395283058,-73.742666665578753 41.619696602292201,-73.742999999067507 41.619119251753823,-73.743666666045002 41.619119251753823,-73.743999999533756 41.619696602292201))"
"POLYGON ((-73.743999999533756 41.620851303368958,-73.743666666045002 41.621428653907344,-73.742999999067507 41.621428653907344,-73.742666665578753 41.620851303368958,-73.742999999067507 41.62027395283058,-73.743666666045002 41.62027395283058,-73.743999999533756 41.620851303368958))"
"POLYGON ((-73.743999999533756 41.622006004445723,-73.743666666045002 41.622583354984101,-73.742999999067507 41.622583354984101,-73.742666665578753 41.622006004445723,-73.742999999067507 41.621428653907344,-73.743666666045002 41.621428653907344,-73.743999999533756 41.622006004445723))"
"POLYGON ((-73.743999999533756 41.62316070552248,-73.743666666045002 41.623738056060859,-73.742999999067507 41.623738056060859,-73.742666665578753 41.62316070552248,-73.742999999067507 41.622583354984101,-73.743666666045002 41.622583354984101,-73.743999999533756 41.62316070552248))"
"POLYGON ((-73.743999999533756 41.624315406599237,-73.743666666045002 41.624892757137623,-73.742999999067507 41.624892757137623,-73.742666665578753 41.624315406599237,-73.742999999067507 41.623738056060859,-73.743666666045002 41.623738056060859,-73.743999999533756 41.624315406599237))"
"POLYGON ((-73.743999999533756 41.625470107676001,-73.743666666045002 41.62604745821438,-73.742999999067507 41.62604745821438,-73.742666665578753 41.625470107676001,-73.742999999067507 41.624892757137623,-73.743666666045002 41.624892757137623,-73.743999999533756 41.625470107676001))"
"POLYGON ((-73.743999999533756 41.626624808752759,-73.743666666045002 41.627202159291137,-73.742999999067507 41.627202159291137,-73.742666665578753 41.626624808752759,-73.742999999067507 41.62604745821438,-73.743666666045002 41.62604745821438,-73.743999999533756 41.626624808752759))"
"POLYGON ((-73.743999999533756 41.627779509829523,-73.743666666045002 41.628356860367902,-73.742999999067507 41.628356860367902,-73.742666665578753 41.627779509829523,-73.742999999067507 41.627202159291137,-73.743666666045002 41.627202159291137,-73.743999999533756 41.627779509829523))"
"POLYGON ((-73.743999999533756 41.62893421090628,-73.743666666045002 41.629511561444659,-73.742999999067507 41.629511561444659,-73.742666665578753 41.62893421090628,-73.742999999067507 41.628356860367902,-73.743666666045002 41.628356860367902,-73.743999999533756 41.62893421090628))"
"POLYGON ((-73.743999999533756 41.630088911983037,-73.743666666045002 41.630666262521423,-73.742999999067507 41.630666262521423,-73.742666665578753 41.630088911983037,-73.742999999067507 41.629511561444659,-73.743666666045002 41.629511561444659,-73.743999999533756 41.630088911983037))"
"POLYGON ((-73.743999999533756 41.631243613059802,-73.743666666045002 41.63182096359818,-73.742999999067507 41.63182096359818,-73.742666665578753 41.631243613059802,-73.742999999067507 41.630666262521423,-73.743666666045002 41.630666262521423,-73.743999999533756 41.631243613059802))"
"POLYGON ((-73.743999999533756 41.632398314136559,-73.743666666045002 41.632975664674937,-73.742999999067507 41.632975664674937,-73.742666665578753 41.632398314136559,-73.742999999067507 41.63182096359818,-73.743666666045002 41.63182096359818,-73.743999999533756 41.632398314136559))"
"POLYGON ((-73.743999999533756 41.633553015213323,-73.743666666045002 41.634130365751702,-73.742999999067507 41.634130365751702,-73.742666665578753 41.633553015213323,-73.742999999067507 41.632975664674937,-73.743666666045002 41.632975664674937,-73.743999999533756 41.633553015213323))"
"POLYGON ((-73.743999999533756 41.63470771629008,-73.743666666045002 41.635285066828459,-73.742999999067507 41.635285066828459,-73.742666665578753 41.63470771629008,-73.742999999067507 41.634130365751702,-73.743666666045002 41.634130365751702,-73.743999999533756 41.63470771629008))"
"POLYGON ((-73.743999999533756 41.635862417366837,-73.743666666045002 41.636439767905223,-73.742999999067507 41.636439767905223,-73.742666665578753 41.635862417366837,-73.742999999067507 41.635285066828459,-73.743666666045002 41.635285066828459,-73.743999999533756 41.635862417366837))"
"POLYGON ((-73.743999999533756 41.637017118443602,-73.743666666045002 41.63759446898198,-73.742999999067507 41.63759446898198,-73.742666665578753 41.637017118443602,-73.742999999067507 41.636439767905223,-73.743666666045002 41.636439767905223,-73.743999999533756 41.637017118443602))"
"POLYGON ((-73.743999999533756 41.638171819520359,-73.743666666045002 41.638749170058738,-73.742999999067507 41.638749170058738,-73.742666665578753 41.638171819520359,-73.742999999067507 41.63759446898198,-73.743666666045002 41.63759446898198,-73.743999999533756 41.638171819520359))"
"POLYGON ((-73.743999999533756 41.639326520597123,-73.743666666045002 41.639903871135502,-73.742999999067507 41.639903871135502,-73.742666665578753 41.639326520597123,-73.742999999067507 41.638749170058738,-73.743666666045002 41.638749170058738,-73.743999999533756 41.639326520597123))"
"POLYGON ((-73.743999999533756 41.64048122167388,-73.743666666045002 41.641058572212259,-73.742999999067507 41.641058572212259,-73.742666665578753 41.64048122167388,-73.742999999067507 41.639903871135502,-73.743666666045002 41.639903871135502,-73.743999999533756 41.64048122167388))"
"POLYGON ((-73.743999999533756 41.641635922750638,-73.743666666045002 41.642213273289023,-73.742999999067507 41.642213273289023,-73.742666665578753 41.641635922750638,-73.742999999067507 41.641058572212259,-73.743666666045002 41.641058572212259,-73.743999999533756 41.641635922750638))"
"POLYGON ((-73.743999999533756 41.642790623827402,-73.743666666045002 41.643367974365781,-73.742999999067507 41.643367974365781,-73.742666665578753 41.642790623827402,-73.742999999067507 41.642213273289023,-73.743666666045002 41.642213273289023,-73.743999999533756 41.642790623827402))"
"POLYGON ((-73.743999999533756 41.643945324904159,-73.743666666045002 41.644522675442538,-73.742999999067507 41.644522675442538,-73.742666665578753 41.643945324904159,-73.742999999067507 41.643367974365781,-73.743666666045002 41.643367974365781,-73.743999999533756 41.643945324904159))"
